department,education,gender,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,avg_training_score,,3,
Sales & Marketing,Bachelors,Male,1,31,4,4,0,52,,1,
Operations,Bachelors,Male,2,31,5,3,1,64,,1,
Analytics,Bachelors,Female,1,31,4,3,1,81,,1,
Operations,Masters & above,Female,2,41,5,8,0,71,,1,
Procurement,Masters & above,Female,1,35,2,3,0,70,,1,
Operations,Bachelors,Male,1,33,1,2,0,62,,1,
Sales & Marketing,Masters & above,Female,2,35,3,5,0,46,,1,
Technology,Masters & above,Male,1,41,2,9,0,77,,1,
Operations,Masters & above,Male,1,38,5,9,1,58,,1,
Operations,Bachelors,Male,1,31,4,5,0,55,,1,
Technology,Bachelors,Male,1,29,3,6,0,81,,1,
HR,Masters & above,Male,1,45,4,7,0,52,,1,
Operations,Bachelors,Male,1,36,1,9,0,54,,1,
Sales & Marketing,Bachelors,Male,2,29,5,2,0,45,,1,
Sales & Marketing,Masters & above,Male,1,44,4,4,1,50,,1,
Sales & Marketing,Bachelors,Male,1,32,1,3,0,46,,1,
Operations,Bachelors,Female,1,41,3,5,0,60,,3,
Operations,Bachelors,Female,2,29,N/A,1,0,61,,1,
Technology,Bachelors,Female,1,30,5,4,1,81,,3,
Analytics,Bachelors,Male,1,29,N/A,1,0,83,,1,
Sales & Marketing,Bachelors,Male,1,27,5,3,1,52,,3,
Procurement,Bachelors,Male,1,24,N/A,1,1,66,,1,
Analytics,Bachelors,Male,1,30,5,5,1,86,,1,
Operations,Masters & above,Male,1,34,5,5,0,63,,1,
Sales & Marketing,Bachelors,Female,2,32,3,2,0,44,,1,
Procurement,Bachelors,Female,1,31,4,3,0,74,,1,
Sales & Marketing,Bachelors,Male,1,35,3,7,0,56,,1,
Operations,Bachelors,Male,1,31,3,10,0,59,,1,
Analytics,Bachelors,Male,1,30,2,5,1,84,,1,
Procurement,Masters & above,Female,1,54,5,11,1,71,,1,
Sales & Marketing,Bachelors,Male,1,33,4,8,1,54,,1,
Operations,Masters & above,Male,2,36,4,2,0,57,,1,
Technology,Bachelors,Female,1,34,2,6,0,76,,1,
Legal,Bachelors,Male,1,60,3,12,0,58,,1,
Sales & Marketing,Bachelors,Male,1,37,3,5,0,51,,1,
Operations,Masters & above,Female,2,34,3,7,0,60,,1,
Operations,Bachelors,Male,1,28,4,2,0,60,,1,
Technology,Bachelors,Male,2,37,2,4,0,83,,1,
Operations,Bachelors,Female,1,52,5,11,0,63,,1,
Sales & Marketing,N/A,Female,1,36,3,7,0,49,,1,
Analytics,Bachelors,Male,2,27,4,2,0,86,,1,
Sales & Marketing,Bachelors,Male,1,33,3,2,0,48,,1,
Operations,Masters & above,Male,1,46,5,15,0,60,,1,
Sales & Marketing,Bachelors,Male,1,32,2,4,1,53,,1,
Procurement,Masters & above,Female,3,42,3,4,1,68,,1,
Sales & Marketing,N/A,Male,1,28,4,5,0,49,,1,
R&D,Masters & above,Male,1,31,5,5,1,86,,1,
Procurement,Bachelors,Male,1,43,3,5,1,66,,1,
Procurement,Bachelors,Female,1,35,3,8,1,70,,1,
Sales & Marketing,Bachelors,Female,1,54,4,12,0,49,,1,
Sales & Marketing,Bachelors,Male,1,40,3,5,0,47,,1,
Operations,Masters & above,Female,1,32,5,7,1,61,,1,
Analytics,Bachelors,Male,1,32,4,8,1,83,,1,
Sales & Marketing,Bachelors,Male,1,41,5,12,0,52,,1,
Analytics,Bachelors,Male,3,29,5,5,0,87,,3,
Finance,Bachelors,Male,3,25,N/A,1,0,60,,1,
Sales & Marketing,Bachelors,Male,1,28,3,5,0,49,,1,
Sales & Marketing,Bachelors,Male,1,36,3,10,0,51,,1,
Technology,Bachelors,Male,1,55,3,15,0,78,,1,
Sales & Marketing,Masters & above,Male,1,39,3,6,0,53,,1,
Technology,Bachelors,Male,1,59,3,18,0,78,,1,
Analytics,Bachelors,Male,1,27,3,2,0,82,,1,
Sales & Marketing,Bachelors,Male,1,34,4,8,1,55,,1,
Technology,Bachelors,Female,1,29,4,2,1,85,,1,
Legal,Bachelors,Male,1,32,1,4,0,57,,1,
Analytics,Masters & above,Male,1,31,4,4,0,82,,1,
Procurement,Bachelors,Female,1,32,3,9,0,70,,1,
Technology,Masters & above,Male,1,40,3,11,0,82,,1,
Analytics,N/A,Male,1,28,1,3,0,82,,1,
Sales & Marketing,Masters & above,Male,1,37,4,8,0,49,,1,
Operations,Bachelors,Female,1,27,1,2,0,56,,1,
Operations,Bachelors,Male,1,29,3,3,0,57,,1,
Sales & Marketing,Bachelors,Male,1,32,5,9,1,48,,1,
Procurement,Masters & above,Male,4,39,3,16,0,73,,1,
Sales & Marketing,Bachelors,Male,1,35,4,7,0,50,,1,
Technology,Bachelors,Male,1,34,2,6,0,77,,1,
Operations,Bachelors,Female,1,34,4,7,1,58,,1,
Technology,Masters & above,Female,1,35,3,8,0,78,,1,
Procurement,Bachelors,Female,2,32,3,2,0,72,,1,
Technology,Bachelors,Female,1,37,1,7,0,84,,1,
Technology,Masters & above,Male,1,34,3,7,1,82,,1,
Sales & Marketing,Bachelors,Male,3,30,1,3,0,51,,1,
Operations,Bachelors,Female,2,40,5,10,0,62,,1,
Sales & Marketing,Bachelors,Female,3,29,4,5,0,52,,1,
Sales & Marketing,Masters & above,Male,1,56,5,22,0,46,,3,
Sales & Marketing,Bachelors,Male,2,26,N/A,1,1,50,,1,
Operations,Bachelors,Male,1,33,5,8,1,57,,1,
Procurement,Bachelors,Female,1,30,5,3,1,70,,1,
Technology,Bachelors,Female,1,27,3,2,0,77,,1,
Operations,Bachelors,Male,1,33,3,7,0,56,,3,
Operations,Bachelors,Male,1,28,N/A,1,0,60,,1,
Operations,Bachelors,Female,2,30,3,6,0,57,,1,
Operations,N/A,Female,1,58,4,5,1,64,,1,
HR,Bachelors,Female,1,36,3,3,0,46,,1,
Sales & Marketing,Bachelors,Male,1,37,1,9,0,51,,1,
Operations,Bachelors,Male,1,27,1,4,0,61,,1,
Sales & Marketing,Bachelors,Male,1,49,1,19,0,52,,1,
Sales & Marketing,Bachelors,Male,1,30,5,4,0,48,,1,
Operations,Masters & above,Female,2,34,5,5,0,75,,3,
Analytics,Bachelors,Male,1,23,N/A,1,0,85,,1,
Sales & Marketing,Masters & above,Male,1,42,5,5,0,47,,1,
Sales & Marketing,Bachelors,Male,1,26,2,3,1,44,,1,
Sales & Marketing,Bachelors,Female,1,37,1,3,1,46,,1,
Analytics,Bachelors,Male,1,27,3,2,1,85,,1,
Sales & Marketing,Bachelors,Male,1,36,2,7,1,49,,1,
Analytics,Masters & above,Male,2,35,3,2,1,85,,1,
Operations,Bachelors,Female,1,34,5,7,0,61,,1,
Technology,Masters & above,Male,1,34,3,8,0,81,,1,
Sales & Marketing,Masters & above,Male,1,51,1,22,0,54,,1,
HR,Bachelors,Male,1,31,4,6,0,54,,1,
Operations,Bachelors,Female,1,44,3,3,0,58,,1,
Sales & Marketing,Bachelors,Male,2,26,2,4,0,52,,1,
Operations,Bachelors,Male,1,28,3,2,0,59,,1,
Procurement,Masters & above,Female,1,59,4,11,0,70,,1,
HR,Below Secondary,Male,1,23,5,2,0,50,,1,
Analytics,Bachelors,Male,2,27,5,5,1,83,,1,
Sales & Marketing,Bachelors,Male,1,35,5,8,0,49,,1,
Technology,Masters & above,Male,1,58,4,18,1,76,,1,
Sales & Marketing,Bachelors,Male,1,35,2,4,0,53,,1,
Analytics,Bachelors,Male,1,30,4,4,1,91,,1,
Sales & Marketing,Masters & above,Female,2,32,3,4,0,45,,1,
Analytics,N/A,Male,1,27,3,3,1,84,,3,
Sales & Marketing,Bachelors,Male,1,26,N/A,1,0,50,,1,
Operations,Masters & above,Female,1,54,3,6,1,61,,1,
Sales & Marketing,Bachelors,Male,1,40,1,8,0,50,,1,
HR,Bachelors,Female,1,29,1,2,1,52,,1,
HR,Bachelors,Male,1,29,3,2,0,50,,1,
Sales & Marketing,Masters & above,Female,2,36,5,4,0,46,,1,
R&D,Bachelors,Female,1,31,4,3,0,87,,3,
Procurement,Bachelors,Female,1,28,N/A,1,1,65,,1,
Sales & Marketing,Bachelors,Male,1,34,3,8,0,53,,1,
Analytics,Bachelors,Male,1,33,5,5,0,82,,1,
Sales & Marketing,Bachelors,Male,1,26,4,2,0,46,,1,
Sales & Marketing,Bachelors,Male,1,33,1,6,0,46,,1,
R&D,Bachelors,Male,2,27,5,3,1,77,,1,
Finance,Bachelors,Male,1,26,3,3,1,59,,1,
Sales & Marketing,Bachelors,Male,1,28,5,3,0,51,,1,
Operations,Masters & above,Male,1,34,4,10,0,63,,1,
Operations,Bachelors,Male,1,42,4,11,1,58,,1,
Analytics,Masters & above,Male,1,49,5,13,1,85,,1,
Finance,Bachelors,Male,1,37,4,9,0,59,,1,
Operations,Masters & above,Male,1,42,5,10,1,62,,1,
Procurement,Masters & above,Female,1,38,2,7,0,68,,1,
Procurement,Bachelors,Female,1,28,3,3,0,71,,1,
Sales & Marketing,Masters & above,Male,1,33,5,6,0,49,,1,
Finance,Masters & above,Male,3,42,3,12,0,58,,1,
Operations,Masters & above,Male,1,34,4,3,1,57,,1,
Operations,Below Secondary,Male,1,22,3,2,0,57,,1,
Legal,Bachelors,Male,1,29,1,4,1,60,,1,
R&D,Masters & above,Male,1,38,3,3,1,83,,1,
Procurement,Masters & above,Male,1,40,5,11,0,74,,1,
Finance,Masters & above,Male,1,38,5,8,0,58,,1,
Sales & Marketing,Bachelors,Female,1,34,1,9,0,46,,1,
Analytics,Masters & above,Male,2,32,5,5,0,90,,1,
Technology,Bachelors,Male,1,33,3,4,0,75,,1,
Sales & Marketing,Bachelors,Male,2,39,3,12,0,46,,1,
Sales & Marketing,Bachelors,Male,1,41,5,11,0,54,,1,
Operations,Bachelors,Male,1,34,4,7,0,55,,1,
Operations,Masters & above,Female,1,43,4,14,0,60,,1,
Sales & Marketing,Bachelors,Male,1,43,3,6,0,46,,1,
Operations,Bachelors,Male,1,56,3,15,0,63,,1,
Sales & Marketing,Bachelors,Female,1,28,5,4,1,46,,1,
Operations,Bachelors,Female,1,33,3,2,1,62,,1,
Sales & Marketing,Bachelors,Male,1,35,5,8,1,49,,1,
Sales & Marketing,Bachelors,Male,1,35,1,9,0,52,,1,
Technology,Masters & above,Male,1,36,3,3,0,78,,3,
Sales & Marketing,Bachelors,Male,1,27,N/A,1,0,45,,1,
Operations,Bachelors,Male,1,32,5,6,1,57,,1,
Procurement,Bachelors,Male,5,32,3,8,0,67,,1,
Operations,Bachelors,Male,2,30,5,2,0,57,,1,
Technology,Bachelors,Male,1,49,3,7,1,75,,1,
Operations,Bachelors,Female,1,50,4,8,1,74,,1,
Procurement,Bachelors,Female,2,25,3,2,1,67,,1,
Operations,Masters & above,Male,1,42,2,7,1,62,,1,
Sales & Marketing,Bachelors,Female,1,29,1,4,0,53,,3,
HR,Below Secondary,Male,2,25,N/A,1,0,54,,1,
Procurement,Bachelors,Male,3,29,3,6,1,67,,1,
Sales & Marketing,Bachelors,Female,1,33,5,7,1,54,,1,
Sales & Marketing,Bachelors,Female,1,49,1,16,0,47,,1,
Operations,Masters & above,Male,1,34,5,10,1,60,,1,
Sales & Marketing,Bachelors,Male,1,38,3,8,1,49,,1,
Legal,Bachelors,Male,1,60,1,3,0,60,,1,
Operations,Bachelors,Male,1,38,2,4,0,56,,1,
HR,Bachelors,Male,1,30,3,2,0,49,,1,
HR,Bachelors,Male,1,31,4,9,0,48,,1,
Technology,Bachelors,Female,1,37,5,3,1,82,,3,
Sales & Marketing,Bachelors,Male,3,27,N/A,1,0,50,,1,
Sales & Marketing,N/A,Male,3,32,2,8,0,49,,1,
Operations,Bachelors,Male,1,31,4,5,0,59,,1,
Sales & Marketing,Bachelors,Male,1,33,1,7,0,45,,1,
Sales & Marketing,Bachelors,Male,1,42,5,7,1,91,,1,
Procurement,Bachelors,Male,1,33,3,5,1,73,,1,
Sales & Marketing,Masters & above,Female,1,34,1,7,0,50,,1,
Technology,Bachelors,Male,1,54,3,8,0,80,,1,
Operations,Bachelors,Male,1,33,4,5,0,62,,1,
Sales & Marketing,Bachelors,Male,2,38,5,10,0,63,,1,
Operations,Bachelors,Female,1,33,3,10,0,64,,3,
HR,Bachelors,Male,1,23,N/A,1,0,48,,1,
Sales & Marketing,Masters & above,Male,1,41,3,3,0,53,,1,
Technology,Bachelors,Male,1,37,2,3,0,80,,1,
Procurement,Masters & above,Male,2,46,5,18,1,66,,3,
Procurement,Bachelors,Male,2,29,N/A,1,0,72,,1,
Procurement,Bachelors,Male,1,30,2,5,0,66,,1,
HR,Masters & above,Male,1,54,1,3,0,49,,1,
HR,Masters & above,Female,1,37,5,11,0,50,,1,
Operations,Masters & above,Male,1,47,3,17,1,62,,1,
Operations,Masters & above,Female,2,33,3,2,0,59,,1,
Analytics,Bachelors,Male,1,30,4,5,0,80,,1,
Technology,Bachelors,Male,2,28,3,2,0,81,,1,
Sales & Marketing,Bachelors,Male,1,36,3,4,0,54,,3,
Technology,Bachelors,Male,1,28,N/A,1,0,83,,1,
Procurement,Bachelors,Male,1,41,5,5,1,67,,1,
Sales & Marketing,Bachelors,Male,1,29,2,5,0,49,,1,
Technology,Bachelors,Female,1,28,3,1,0,80,,3,
Operations,Bachelors,Male,1,25,N/A,1,1,56,,1,
HR,Bachelors,Male,1,48,3,5,0,49,,1,
Operations,Bachelors,Female,1,29,5,7,1,59,,1,
Procurement,Bachelors,Female,1,52,3,5,0,71,,1,
Technology,Masters & above,Male,1,39,3,14,0,77,,1,
Operations,Bachelors,Female,1,30,5,6,1,59,,1,
Operations,Bachelors,Female,1,30,3,6,1,61,,3,
HR,Bachelors,Female,1,25,N/A,1,1,48,,1,
Technology,Masters & above,Male,1,43,3,4,0,84,,3,
HR,Bachelors,Male,1,25,N/A,1,0,48,,1,
Sales & Marketing,Bachelors,Male,1,26,4,3,1,50,,1,
Operations,Bachelors,Male,1,33,4,7,1,57,,1,
Operations,Bachelors,Female,1,38,4,4,1,60,,1,
Finance,Bachelors,Female,1,27,3,2,0,59,,1,
Sales & Marketing,Bachelors,Male,1,29,4,5,1,50,,1,
Sales & Marketing,Masters & above,Male,1,40,5,4,0,48,,1,
Technology,Masters & above,Male,1,44,4,15,0,81,,1,
Sales & Marketing,Masters & above,Male,1,33,3,4,0,52,,1,
Sales & Marketing,Bachelors,Male,2,33,1,5,0,49,,1,
Sales & Marketing,Masters & above,Female,1,49,5,5,1,50,,1,
Sales & Marketing,Bachelors,Male,1,28,4,4,0,50,,1,
Sales & Marketing,N/A,Male,1,27,3,6,1,53,,1,
R&D,Bachelors,Male,2,34,3,8,0,87,,1,
Sales & Marketing,Bachelors,Male,1,42,3,14,1,53,,1,
Technology,Bachelors,Male,2,56,3,23,0,84,,1,
Analytics,Bachelors,Male,1,31,4,4,0,85,,1,
Procurement,Bachelors,Male,2,36,5,7,1,68,,1,
Operations,Bachelors,Male,2,39,5,8,0,58,,1,
Sales & Marketing,Masters & above,Female,2,33,3,7,0,53,,1,
Operations,Masters & above,Male,2,53,3,13,0,58,,1,
Sales & Marketing,Bachelors,Male,1,31,4,3,1,49,,1,
Sales & Marketing,Masters & above,Female,1,49,1,21,0,50,,1,
Operations,Bachelors,Male,1,37,4,7,1,58,,1,
Analytics,Masters & above,Male,1,30,3,5,0,83,,1,
Analytics,Bachelors,Male,2,32,3,9,0,83,,1,
Finance,Bachelors,Male,2,39,5,5,1,64,,1,
Sales & Marketing,Masters & above,Male,1,37,1,5,0,47,,1,
HR,Bachelors,Male,1,47,2,16,0,47,,1,
Operations,Masters & above,Male,1,38,3,5,0,58,,1,
Procurement,Bachelors,Female,1,31,5,2,1,71,,1,
HR,Bachelors,Male,1,31,3,6,1,49,,1,
Sales & Marketing,Bachelors,Male,2,38,1,5,0,48,,1,
Operations,Bachelors,Female,1,31,5,10,1,57,,3,
Sales & Marketing,Bachelors,Male,1,29,N/A,1,0,46,,1,
Operations,Masters & above,Male,1,34,3,8,1,62,,1,
Analytics,Bachelors,Male,3,38,3,10,1,86,,1,
Operations,Bachelors,Male,1,60,5,23,1,60,,1,
R&D,Bachelors,Male,1,34,3,6,1,77,,1,
Finance,Bachelors,Male,1,44,2,9,0,64,,3,
Sales & Marketing,Bachelors,Male,3,27,N/A,1,0,48,,1,
Sales & Marketing,Bachelors,Male,1,25,4,2,0,51,,1,
Sales & Marketing,Bachelors,Male,1,38,5,10,1,46,,1,
Sales & Marketing,Bachelors,Male,1,37,4,9,0,47,,1,
Procurement,Bachelors,Male,2,36,3,9,0,66,,1,
Sales & Marketing,Bachelors,Male,1,37,3,9,0,52,,1,
Sales & Marketing,Bachelors,Male,1,43,3,17,0,52,,3,
Technology,Bachelors,Male,2,27,N/A,1,0,76,,1,
Sales & Marketing,Bachelors,Male,1,38,4,10,0,48,,1,
Procurement,Masters & above,Female,2,57,3,16,0,69,,1,
Procurement,Masters & above,Male,2,40,4,10,1,67,,1,
Sales & Marketing,Masters & above,Male,2,60,3,8,1,44,,1,
Sales & Marketing,Bachelors,Female,1,30,3,5,0,50,,1,
HR,Masters & above,Female,1,42,5,7,1,45,,1,
Technology,Masters & above,Male,1,39,4,4,1,82,,1,
Operations,Masters & above,Female,3,50,5,7,1,59,,1,
Analytics,Bachelors,Male,1,27,1,4,0,83,,1,
Operations,Masters & above,Male,1,55,3,17,0,67,,3,
Sales & Marketing,N/A,Male,1,26,N/A,1,1,55,,1,
Technology,Masters & above,Female,1,33,4,5,1,77,,3,
Procurement,Below Secondary,Female,1,24,N/A,1,0,66,,1,
Sales & Marketing,Bachelors,Female,1,30,3,3,0,50,,1,
Procurement,Below Secondary,Male,4,23,2,2,1,72,,1,
Sales & Marketing,Bachelors,Male,2,34,1,7,0,46,,1,
Sales & Marketing,Masters & above,Male,1,52,3,16,0,50,,1,
Analytics,Bachelors,Male,2,28,4,2,0,85,,1,
Analytics,Masters & above,Male,2,39,1,6,0,89,,1,
R&D,Masters & above,Male,2,37,5,8,0,85,,1,
Operations,Masters & above,Female,2,39,3,12,0,57,,1,
Operations,Bachelors,Female,1,33,3,5,0,63,,1,
Finance,N/A,Male,1,34,3,6,0,62,,1,
Operations,Bachelors,Male,1,36,4,12,1,58,,1,
Sales & Marketing,Bachelors,Male,1,32,5,6,1,46,,1,
Operations,Bachelors,Female,2,28,5,6,1,56,,1,
Sales & Marketing,Masters & above,Female,1,33,4,7,0,50,,1,
Sales & Marketing,Bachelors,Male,2,26,1,2,0,45,,1,
Sales & Marketing,Bachelors,Male,1,34,4,3,1,49,,1,
Technology,Masters & above,Female,3,35,3,7,0,81,,1,
Procurement,Bachelors,Male,4,27,3,3,0,71,,1,
Operations,Bachelors,Male,1,30,3,4,0,62,,1,
Sales & Marketing,N/A,Male,1,27,5,2,1,47,,1,
Operations,Bachelors,Male,1,33,4,8,0,59,,1,
HR,Bachelors,Female,1,30,3,4,0,50,,1,
Operations,Bachelors,Male,1,48,4,9,1,58,,1,
Sales & Marketing,Masters & above,Male,1,46,3,7,1,49,,1,
Sales & Marketing,Bachelors,Male,3,25,1,3,0,51,,1,
Sales & Marketing,Bachelors,Male,1,30,3,3,0,48,,1,
Sales & Marketing,Masters & above,Male,1,45,1,17,0,47,,1,
Technology,Masters & above,Male,1,52,4,6,1,83,,1,
Operations,Masters & above,Female,1,40,5,3,1,56,,1,
Technology,Bachelors,Female,1,30,2,2,0,77,,1,
Finance,Bachelors,Male,2,30,4,6,0,63,,1,
Finance,Masters & above,Male,2,54,5,6,0,70,,1,
Analytics,Masters & above,Male,1,37,5,4,1,84,,1,
Sales & Marketing,Bachelors,Male,2,35,1,6,0,51,,1,
Procurement,Masters & above,Male,2,41,3,7,0,69,,1,
Finance,Bachelors,Male,1,27,3,4,1,58,,1,
Technology,Bachelors,Male,1,40,2,3,1,78,,1,
Sales & Marketing,Masters & above,Male,1,52,1,7,0,49,,1,
Sales & Marketing,Bachelors,Male,1,36,1,7,0,54,,1,
Sales & Marketing,Masters & above,Male,1,40,4,9,0,46,,1,
Sales & Marketing,Bachelors,Male,1,40,3,5,0,51,,1,
Sales & Marketing,Bachelors,Male,1,42,3,15,0,45,,1,
Procurement,Masters & above,Male,1,31,5,4,0,73,,3,
Sales & Marketing,Bachelors,Female,1,29,N/A,1,0,48,,1,
Procurement,Masters & above,Male,1,60,4,9,1,68,,1,
Sales & Marketing,Bachelors,Male,3,27,2,2,0,44,,1,
Operations,Bachelors,Male,2,38,4,6,0,71,,1,
Operations,Bachelors,Male,1,30,3,3,1,60,,1,
Sales & Marketing,Masters & above,Male,1,33,3,6,1,45,,3,
Finance,Bachelors,Male,1,28,N/A,1,0,57,,3,
HR,Bachelors,Male,1,28,N/A,1,0,56,,1,
Finance,Masters & above,Female,1,33,5,6,0,61,,1,
Operations,Bachelors,Male,1,32,5,2,1,60,,1,
Sales & Marketing,Bachelors,Male,1,49,3,6,1,53,,1,
Sales & Marketing,Masters & above,Male,1,35,2,8,0,51,,3,
Sales & Marketing,N/A,Male,1,23,N/A,1,0,50,,1,
Operations,Bachelors,Male,1,32,5,5,1,57,,1,
Sales & Marketing,N/A,Female,1,34,4,3,0,51,,1,
Analytics,Bachelors,Male,1,32,3,3,0,82,,1,
Analytics,Masters & above,Male,1,36,5,2,1,84,,1,
Operations,Bachelors,Male,1,31,5,6,1,55,,1,
Operations,Bachelors,Male,1,33,3,6,0,62,,1,
Technology,Bachelors,Male,1,31,2,4,0,75,,1,
Analytics,Bachelors,Male,1,31,4,7,1,87,,1,
Sales & Marketing,Bachelors,Male,1,29,1,3,0,46,,1,
Operations,Bachelors,Male,1,30,3,7,0,58,,1,
Operations,N/A,Male,1,26,4,4,0,63,,1,
Operations,Masters & above,Male,1,29,5,5,1,62,,1,
Technology,Masters & above,Male,1,37,4,2,1,80,,1,
Operations,Bachelors,Male,2,37,3,9,0,59,,1,
Analytics,Bachelors,Male,2,27,3,3,0,85,,1,
Operations,Masters & above,Male,3,37,4,10,0,71,,3,
Sales & Marketing,Bachelors,Male,2,26,N/A,1,0,44,,1,
Technology,Bachelors,Female,1,32,3,3,1,82,,1,
Sales & Marketing,Bachelors,Male,2,48,1,7,0,46,,3,
Operations,Bachelors,Male,2,31,N/A,1,0,57,,1,
Sales & Marketing,N/A,Male,1,37,1,9,0,50,,1,
HR,Masters & above,Female,1,30,3,3,0,50,,1,
Legal,Masters & above,Male,1,34,4,4,0,62,,1,
Sales & Marketing,Bachelors,Male,2,43,1,5,0,54,,1,
Analytics,Bachelors,Male,1,29,4,3,0,89,,1,
Sales & Marketing,Bachelors,Male,1,30,4,2,0,46,,1,
Analytics,Bachelors,Male,2,30,3,5,0,83,,1,
HR,Bachelors,Male,1,24,4,2,0,51,,1,
Technology,Bachelors,Male,1,39,5,9,1,79,,1,
Technology,Bachelors,Female,1,37,2,5,0,75,,1,
Analytics,Masters & above,Male,1,37,3,5,0,81,,3,
Technology,N/A,Male,1,29,N/A,1,0,75,,1,
Analytics,Bachelors,Male,1,34,5,6,1,85,,1,
Procurement,Bachelors,Female,1,35,3,12,0,70,,1,
Sales & Marketing,Masters & above,Male,1,37,5,11,1,49,,1,
Operations,Bachelors,Female,1,27,3,3,0,63,,1,
Procurement,Bachelors,Male,3,38,1,10,0,67,,1,
Procurement,Masters & above,Male,3,33,3,4,1,73,,1,
Sales & Marketing,Bachelors,Male,1,28,4,4,0,55,,1,
Sales & Marketing,Masters & above,Male,1,33,3,5,0,51,,1,
Sales & Marketing,Masters & above,Male,2,32,5,9,1,52,,1,
Procurement,Bachelors,Female,2,27,3,6,0,68,,1,
Operations,Masters & above,Female,1,39,1,5,1,59,,1,
Technology,Bachelors,Female,1,39,3,10,0,80,,1,
Technology,N/A,Male,2,34,3,6,1,85,,1,
Operations,Bachelors,Male,2,36,4,2,0,58,,1,
Analytics,Bachelors,Male,1,34,5,7,1,86,,1,
Procurement,Masters & above,Male,1,36,3,4,0,70,,1,
Technology,Masters & above,Female,2,32,3,2,0,80,,1,
Technology,Bachelors,Male,1,48,3,16,0,89,,1,
Sales & Marketing,Bachelors,Male,1,47,1,4,1,45,,1,
HR,Bachelors,Male,1,31,2,3,1,49,,1,
Finance,N/A,Female,1,39,3,13,0,65,,1,
Analytics,Bachelors,Male,1,34,5,9,0,82,,1,
Technology,Masters & above,Female,1,38,1,4,0,83,,1,
Sales & Marketing,Bachelors,Male,1,44,5,14,0,51,,1,
Analytics,Masters & above,Male,1,42,5,4,0,85,,1,
Sales & Marketing,Masters & above,Female,1,36,5,7,0,56,,1,
Operations,Masters & above,Female,1,37,4,8,0,59,,1,
Technology,Masters & above,Female,1,34,4,6,1,76,,1,
Operations,Bachelors,Female,1,29,5,3,1,60,,1,
Sales & Marketing,N/A,Male,2,30,3,4,0,45,,1,
Analytics,Bachelors,Male,1,30,3,5,0,87,,1,
Technology,Masters & above,Male,1,34,3,7,0,77,,3,
Procurement,Below Secondary,Female,3,24,N/A,1,1,70,,1,
Analytics,Masters & above,Male,1,53,4,6,1,88,,1,
Sales & Marketing,Masters & above,Male,1,41,3,7,0,49,,1,
Technology,Masters & above,Male,1,37,2,10,1,78,,1,
Technology,Bachelors,Female,1,33,3,8,0,78,,1,
Procurement,Masters & above,Female,1,36,3,4,0,66,,3,
Technology,Bachelors,Male,1,25,N/A,1,0,80,,1,
Finance,Masters & above,Male,1,33,4,9,0,58,,1,
Sales & Marketing,Bachelors,Male,1,29,3,6,1,50,,1,
Procurement,Masters & above,Male,1,48,3,20,0,66,,1,
Sales & Marketing,Bachelors,Male,1,40,3,10,0,49,,1,
Sales & Marketing,Masters & above,Female,1,39,3,10,0,50,,1,
Analytics,Bachelors,Male,1,26,3,2,0,84,,1,
Sales & Marketing,Masters & above,Female,1,31,4,6,0,50,,1,
HR,Masters & above,Male,1,34,4,12,1,51,,1,
Procurement,Bachelors,Female,2,26,3,3,0,72,,1,
Procurement,Bachelors,Female,1,24,2,2,0,73,,1,
Sales & Marketing,Masters & above,Male,1,31,3,4,0,47,,1,
Procurement,Masters & above,Female,1,40,3,3,0,72,,1,
Sales & Marketing,Bachelors,Male,1,33,5,6,0,50,,1,
Sales & Marketing,Bachelors,Male,1,36,5,4,1,53,,1,
Legal,Bachelors,Male,1,30,2,1,1,58,,1,
Sales & Marketing,Masters & above,Female,1,35,5,7,1,44,,1,
R&D,Bachelors,Male,3,32,4,3,1,89,,1,
Sales & Marketing,Bachelors,Male,2,34,4,3,1,51,,1,
Analytics,Bachelors,Male,2,35,3,10,0,86,,1,
Procurement,Bachelors,Female,1,28,5,6,0,84,,1,
Technology,Bachelors,Female,1,28,4,2,0,81,,1,
Procurement,Bachelors,Male,1,40,3,10,0,69,,1,
Procurement,Bachelors,Male,1,38,4,9,1,69,,1,
Technology,Bachelors,Female,1,31,3,7,0,88,,1,
Operations,Masters & above,Female,1,39,2,6,0,63,,3,
Sales & Marketing,Bachelors,Male,2,26,N/A,1,1,53,,1,
Sales & Marketing,Bachelors,Male,1,37,2,12,0,44,,1,
Finance,Bachelors,Male,1,41,4,8,1,65,,1,
Operations,Bachelors,Male,1,39,4,2,0,61,,1,
Operations,Bachelors,Male,1,46,3,6,0,60,,1,
Sales & Marketing,Masters & above,Male,1,40,5,9,1,49,,1,
Sales & Marketing,Bachelors,Male,1,39,1,5,0,50,,1,
Operations,Bachelors,Female,1,44,5,6,1,63,,1,
Sales & Marketing,Masters & above,Male,1,34,1,10,0,49,,1,
HR,Bachelors,Male,1,54,5,13,0,52,,1,
HR,Bachelors,Male,1,48,4,16,0,52,,1,
Sales & Marketing,N/A,Male,1,29,3,4,0,55,,1,
Technology,Bachelors,Male,1,45,3,11,0,77,,1,
Procurement,Bachelors,Male,1,30,1,5,0,72,,1,
Procurement,Bachelors,Male,1,31,5,7,1,69,,1,
